price,latitude,longitude
10409,55.6825996,37.5360409
30435,55.7123511,37.664951
108000,55.8636301,37.6073967
26400,55.7357884,37.4994795
60000,55.7657357,37.6161927
118919,55.7676009,37.5994936
151579,55.7374617,37.6299983
43437,55.7470284,37.6076015
198980,55.7374617,37.6299983
22500,55.7749568,37.6011689
148994,55.7612691,37.5953629
35295,55.7633388,37.6014097
144801,55.7628232,37.5956751
25920,55.7532316,37.5964842
25000,55.7933643,37.6040613
84000,55.7728601,37.6102703
27617,55.7632234,37.4060341
27310,55.7632234,37.4060341
27543,55.7632234,37.4060341
12375,55.8618275,37.5629355
31200,55.7632234,37.4060341
35569,55.7830353,37.6000288
24060,55.7480294,37.6905252
49492,55.771454,37.583095
22200,55.8859189,37.6785227
22800,55.7480294,37.6905252
58646,55.7588168,37.6403973
13187,55.7958261,37.712559
12000,55.8020803,37.7157592
24000,55.6339641,37.4445481
26667,55.632901,37.519863
6000,55.5727161,37.6090215
18000,55.7822972,37.7021735
12000,55.5727161,37.6090215
11808,55.8020803,37.7157592
36000,55.7570902,37.6526102
18600,55.7146397,37.7555365
24000,55.6511386,37.4831216
18000,55.7927024,37.4935089
6000,55.5727161,37.6090215
32062,55.8558264,37.352248
24000,55.6339641,37.4445481
24000,55.6339641,37.4445481
24000,55.7414431,37.5040205
16523,55.7822972,37.7021735
18000,55.7927024,37.4935089
24000,55.6339641,37.4445481
21819,55.8388017,37.5721621
27273,55.7198195,37.6174862
96000,55.737931,37.5956584
84189,55.670021,37.55248
30000,55.6339641,37.4445481
25000,55.715419,37.6460383
24000,55.6803642,37.7171507
12000,55.8180259,37.7262192
36405,55.670021,37.55248
27300,55.829755,37.413304
48781,55.8266067,37.5825249
24000,55.6339641,37.4445481
30000,55.6339641,37.4445481
33708,55.8388017,37.5721621
12048,55.7822972,37.7021735
7059,55.8535704,37.4500279
9000,55.8146336,37.6937635
44000,55.608315,37.7459865
52445,55.8266067,37.5825249
52059,55.8266067,37.5825249
120000,55.6287291,37.4297681
120000,55.6287291,37.4297681
54000,55.6715102,37.5537796
12000,55.7476986,37.7163782
7200,55.6169477,37.7590369
16800,55.8388017,37.5721621
44211,55.6383049,37.6688111
19200,55.7425616,37.8209007
6391,55.5481203,37.4933589
6539,55.5509761,37.4998314
18086,55.7617755,37.6083006
18300,55.769162,37.4945915
24000,55.7414431,37.5040205
18000,55.7927024,37.4935089
80597,55.670021,37.55248
48000,55.7906104,37.4895813
14250,55.7312241,37.6348988
17015,55.7624146,37.5675785
21000,55.6720031,37.6315387
15000,55.7786332,37.4608687
24000,55.7414431,37.5040205
40541,55.6331051,37.677427
60000,55.7843567,37.5971945
54546,55.7531359,37.5759675
13500,55.612111,37.611886
24000,55.7414431,37.5040205
16800,55.725766,37.8306846
30000,55.6720031,37.6315387
37837,55.670021,37.55248
17750,55.6339641,37.4445481
72000,55.6287291,37.4297681
30000,55.6089157,37.5353738
18000,55.6339641,37.4445481
66000,55.6339641,37.4445481
44000,55.8382156,37.5345697
66000,55.7684173,37.6486631
22000,55.849354,37.579939
30000,55.6339641,37.4445481
19500,55.7795929,37.7119302
20315,55.8409634,37.394319
84706,55.7823797,37.5986669
70589,55.7504678,37.7798606
57600,55.835008,37.658338
112500,55.6762185,37.7702562
122034,55.6762185,37.7702562
35526,55.5939458,37.3518308
69903,55.693546,37.625109
20001,55.7564403,37.5370274
15000,55.7382268,37.6628838
16130,55.543175,37.481451
42000,55.6287291,37.4297681
18000,55.715419,37.6460383
22000,55.8502852,37.5781695
24000,55.7414431,37.5040205
12000,55.7595674,37.7615481
100000,55.816642,37.498617
145794,55.7828181,37.7058586
90174,55.6762185,37.7702562
22609,55.7989068,37.5632072
20527,55.6683841,37.5337398
26400,55.7064905,37.6176545
64286,55.7059369,37.7676777
30000,55.803413,37.593956
19200,55.669762,37.626816
22430,55.7646001,37.7983776
29000,55.8631209,37.6095179
72000,55.854062,37.497198
30000,55.7064905,37.6176545
121622,55.7828181,37.7058586
36000,55.808058,37.583068
93265,55.8109678,37.7244244
216868,55.7609288,37.656614
32510,55.8382156,37.5345697
22500,55.7929285,37.6014341
23530,55.7676009,37.5994936
37500,55.8388017,37.5721621
25550,55.8825026,37.5331797
24000,55.7414431,37.5040205
336843,55.7538418,37.6360103
34921,55.7630104,37.4081771
36000,55.8649903,37.4742939
19800,55.7739279,37.7371303
25000,55.7414431,37.5040205
69388,55.7682107,37.6194359
31579,55.6112506,37.6968367
43684,55.5939458,37.3518308
63750,55.6535216,37.6494132
100962,55.816642,37.498617
45600,55.7507958,37.814843
25000,55.829511,37.4132827
30000,55.7205739,37.6154357
12000,55.7697885,37.6657315
41739,55.7925882,37.5906331
15063,55.5003675,37.5411588
99540,55.816642,37.498617
23479,55.5963585,37.5998083
86400,55.679813,37.564132
108000,55.7785649,37.600651
26460,55.7480294,37.6905252
30000,55.723904,37.6056456
145223,55.816642,37.498617
45600,55.6837487,37.5378915
66052,55.5939458,37.3518308
12000,55.7414431,37.5040205
16642,55.776311,37.7369842
15000,55.7289784,37.5587474
24000,55.8721952,37.6849004
21600,55.9936473,37.1704966
27501,55.7627897,37.5089476
33708,55.626904,37.511014
16633,55.7524122,37.7056144
83917,55.7828181,37.7058586
26664,55.7997237,37.7113502
32271,55.8589237,37.5612728
36000,55.6939002,37.5545343
58065,55.765028,37.6555212
93334,55.7843567,37.5971945
6000,55.6073501,37.6458254
14000,55.8123394,37.6319297
18000,55.6372193,37.4347652
18000,55.9709719,37.1749253
69292,55.7817441,37.7050628
87418,55.7828181,37.7058586
26214,55.7636787,37.6693719
20400,55.6339641,37.4445481
19804,55.7822529,37.7026016
24207,55.7935063,37.8084429
24000,55.6339641,37.4445481
25000,55.7779308,37.5987269
122034,55.7823797,37.5986669
79889,55.7399605,37.6618473
120482,55.7280509,37.5805142
29268,55.7787154,37.5894314
49262,55.7673567,37.6526147
11820,55.7749865,37.6771596
51720,55.7730877,37.5436212
17463,55.6366193,37.6536749
62500,55.6535216,37.6494132
21277,55.8652662,37.6001805
29880,55.8382156,37.5345697
30151,55.7177447,37.5974546
75000,55.7582895,37.4056728
109891,55.7399605,37.6618473
22068,55.7912321,37.6708603
26479,55.6765354,37.7453443
50400,55.6715102,37.5537796
21703,55.5939458,37.3518308
42740,55.7914268,37.5596722
24000,55.8033474,37.5169406
70429,55.7569699,37.4090429
70429,55.7569699,37.4090429
45429,55.6906059,37.7285549
47463,55.6440938,37.5237127
30000,55.723904,37.6056456
55863,55.708486,37.659622
85715,55.756711,37.6184242
31444,55.7368278,37.6277813
80398,55.7817441,37.7050628
27501,55.7627897,37.5089476
21456,55.6898593,37.5983549
51243,55.6762185,37.7702562
51243,55.6762185,37.7702562
560000,55.7634248,37.606675
16800,55.7078611,37.4813989
16232,55.7177447,37.5974546
252174,55.7745444,37.581708
127008,55.7653168,37.5904993
280646,55.7617755,37.6083006
127008,55.7653168,37.5904993
51529,55.7177447,37.5974546
12400,55.4948965,37.5560616
17000,55.769162,37.4945915
58342,55.7436897,37.4185202
7200,55.7896184,37.665593
34027,55.7975888,37.5694426
28527,55.684838,37.571129
100279,55.7399605,37.6618473
34450,55.8184166,37.748113
42353,55.6459505,37.5194423
25532,55.770775,37.376626
34800,55.7932335,37.6363727
63482,55.7817441,37.7050628
50000,55.7732732,37.6287875
36000,55.7539731,37.5435526
88733,55.7817441,37.7050628
69358,55.6825996,37.5360409
24304,55.7606894,37.6517427
42667,55.6459505,37.5194423
249351,55.7745444,37.581708
20170,55.729112,37.4070671
166530,55.7626812,37.565948
32640,55.7867801,37.6563223
59000,55.7295676,37.5880451
24000,55.70285,37.648465
42000,55.77535,37.4857367
83003,55.670021,37.55248
60000,55.7715359,37.5689369
15000,55.8109678,37.7244244
60432,55.8109678,37.7244244
39200,55.8089281,37.8178522
41580,55.699558,37.631101
153285,55.7828181,37.7058586
24000,55.8482325,37.4758876
18339,55.7818307,37.6013969
40038,55.683297,37.5393502
120000,55.8644475,37.5443744
15212,55.7917569,37.5834142
121009,55.806737,37.637551
25264,55.7986031,37.5378748
100000,55.7817441,37.7050628
22737,55.7159734,37.5040549
25000,55.7604097,37.6621923
113266,55.7399605,37.6618473
253715,55.807548,37.5795702
90984,55.7787154,37.5894314
80214,55.6856751,37.540572
230770,55.807548,37.5795702
10409,55.6825996,37.5360409
55543,55.737542,37.641135
19000,55.6720031,37.6315387
18008,55.6693828,37.6606333
26234,55.858993,37.559011
26234,55.858993,37.559011
31200,55.598407,37.3653735
59250,55.741177,37.6168227
209735,55.807548,37.5795702
65844,55.7828979,37.5983274
29917,55.7787154,37.5894314
26563,55.7787154,37.5894314
106667,55.7465563,37.5374209
49638,55.7828181,37.7058586
14299,55.7955772,37.6936965
29084,55.770117,37.6048638
55236,55.6762185,37.7702562
206009,55.686843,37.573241
13900,55.7847753,37.7086453
23786,55.7787154,37.5894314
224300,55.807548,37.5795702
42819,55.7616887,37.5594649
12000,55.8535704,37.4500279
251021,55.7538418,37.6360103
14716,55.718851,37.779835
19600,55.7064905,37.6176545
45576,55.772308,37.498344
35919,55.7754775,37.6081052
21600,55.7627897,37.5089476
49000,55.756015,37.6061495
21600,55.7831892,37.599194
74896,55.7787154,37.5894314
22882,55.6358562,37.3473988
85988,55.7787154,37.5894314
11501,55.7822529,37.7026016
18000,55.670021,37.55248
21600,55.827545,37.44363
42188,55.7594071,37.6029894
54326,55.7492475,37.5606231
128572,55.864927,37.6071859
20045,55.669762,37.626816
36000,55.7334809,37.7091307
21272,55.777899,37.503585
55000,55.7655452,37.5597684
30000,55.7079077,37.6187182
257535,55.7617755,37.6083006
25000,55.7348813,37.5662035
40000,55.683297,37.5393502
76463,55.807548,37.5795702
21000,55.8369666,37.497583
94340,55.816642,37.498617
23604,55.7120381,37.6149189
41408,55.7281027,37.564264
23077,55.7448114,37.5956124
50041,55.670021,37.55248
198676,55.7654188,37.5613887
33095,55.7358977,37.5972645
29940,55.8382156,37.5345697
30000,55.6078168,37.330878
88763,55.8644475,37.5443744
16045,55.7693809,37.4753235
14534,55.7222904,37.7263283
52842,55.7386781,37.6528769
75602,55.7787154,37.5894314
79519,55.749588,37.5371164
24445,55.7775179,37.617533
242648,55.7538418,37.6360103
69110,55.6762185,37.7702562
199396,55.7676009,37.5994936
118919,55.7676009,37.5994936
65282,55.7725111,37.5910046
124764,55.7625451,37.5668574
48000,55.854062,37.497198
20001,55.6756158,37.5059029
24000,55.8369666,37.497583
80000,55.749588,37.5371164
42000,55.77535,37.4857367
125505,55.7094397,37.6636446
53272,55.6762185,37.7702562
35000,55.676133,37.5632976
69921,55.6762185,37.7702562
59000,55.7715359,37.5689369
30000,55.8335681,37.6556826
93158,55.807548,37.5795702
54462,55.8493574,37.4430511
23048,55.7455646,37.7046837
112325,55.8992783,37.5890473
150628,55.7617755,37.6083006
68442,55.7280509,37.5805142
82744,55.7409245,37.6234849
47969,55.7375746,37.5182922
14400,55.6078168,37.330878
45000,55.7407223,37.6011033
75000,55.7458593,37.5795148
42515,55.6459505,37.5194423
30685,55.7025277,37.578718
30422,55.7025277,37.578718
50000,55.4186128,37.3994854
58957,55.7624146,37.5675785
187952,55.678458,37.564248
182670,55.771626,37.680374
90804,55.7756301,37.5870809
20000,55.8303523,37.5786642
42010,55.7237057,37.5762469
38286,55.6790318,37.500671
25000,55.883748,37.585696
27360,55.7627897,37.5089476
93380,55.7311277,37.6338902
53856,55.6836068,37.5822863
18000,55.6339641,37.4445481
25114,55.7295676,37.5880451
19500,55.7702123,37.6608095
47497,55.7601669,37.6590218
28283,55.7107641,37.6103598
32736,55.7867801,37.6563223
320611,55.7817441,37.7050628
24000,55.670021,37.55248
132076,55.7812824,37.6341717
35004,55.7655452,37.5597684
167442,55.678458,37.564248
65110,55.8689294,37.6649559
35000,55.676133,37.5632976
106570,55.7745444,37.581708
32896,55.7627897,37.5089476
20027,55.7237057,37.5762469
162455,55.7050121,37.7635956
194806,55.7823797,37.5986669
55762,55.7805273,37.6016763
53412,55.817405,37.573034
48972,55.7516317,37.6019518
42192,55.7712839,37.597944
16800,55.6433655,37.5938476
60000,55.634105,37.328459
38001,55.7914268,37.5596722
58395,55.8493574,37.4430511
58395,55.8493574,37.4430511
23704,55.7556195,37.5689072
40800,55.7627897,37.5089476
17000,55.8596586,37.4806445
48769,55.7856378,37.5960835
38773,55.7828181,37.7058586
45000,55.7917569,37.5834142
65830,55.7471225,37.5389854
15804,55.7086886,37.8902742
169980,55.7631123,37.593095
54546,55.749588,37.5371164
30970,55.7857967,37.568806
27000,55.736741,37.6194672
55409,55.7624146,37.5675785
30009,55.7875415,37.6811961
17041,55.7281027,37.564264
50491,55.7817441,37.7050628
74534,55.7342697,37.6274126
45958,55.8211978,37.4953529
22737,55.711108,37.504708
234783,55.7374617,37.6299983
24000,55.70285,37.648465
24000,55.70285,37.648465
54703,55.8644475,37.5443744
64407,55.6935996,37.532345
67059,55.7311318,37.6091595
33044,55.7322,37.620869
59562,55.7311277,37.6338902
20000,55.7627897,37.5089476
38363,55.7369225,37.6646368
72289,55.7686194,37.5974507
37500,55.7662449,37.6151196
17908,55.7384033,37.6744578
42539,55.6935996,37.532345
10020,55.6764719,37.7184605
32433,55.843922,37.6423993
190128,55.7539274,37.6365808
70000,55.749588,37.5371164
40871,55.7518524,37.6008837
110000,55.4939201,37.3136192
82604,55.686843,37.573241
30500,55.6255582,37.6122833
49812,55.8211978,37.4953529
35013,55.7538655,37.6379352
28800,55.7932335,37.6363727
83376,55.749588,37.5371164
84615,55.806737,37.637551
108840,55.749588,37.5371164
169964,55.7538418,37.6360103
42000,55.737639,37.6177777
37895,55.7111681,37.6163978
31510,55.7570453,37.5937223
37895,55.7610102,37.6569844
66000,55.634105,37.328459
191816,55.7374617,37.6299983
80214,55.7745444,37.581708
31381,55.772308,37.498344
125000,55.7644573,37.5968928
125000,55.7644573,37.5968928
125000,55.7644573,37.5968928
52000,55.634105,37.328459
313884,55.7749812,37.582974
86667,55.7779784,37.6331142
70000,55.749588,37.5371164
20152,55.7177447,37.5974546
81505,55.7575207,37.6162624
58910,55.4847803,37.3093533
29987,55.770117,37.6048638
57492,55.765615,37.615578
47378,55.7732732,37.6287875
4800,55.5727161,37.6090215
25004,55.7226432,37.6040851
65072,55.7538418,37.6360103
18000,55.7613271,37.5855491
48226,55.9465939,37.3412512
19200,55.8074235,37.6475427
18000,55.80151,37.6408795
31746,55.7375746,37.5182922
54546,55.7451528,37.5816356
13601,55.7927576,37.8110454
24828,55.5668456,37.5763227
46667,55.7197791,37.6005512
14400,55.77152,37.518605
243347,55.7618867,37.6303432
45000,55.7802188,37.7006838
66000,55.634105,37.328459
120000,55.807658,37.635045
75000,55.749588,37.5371164
30400,55.7100776,37.6546933
90000,55.7542164,37.6351036
150000,55.7607634,37.5961863
18000,55.77535,37.4857367
13200,55.6979768,37.5603846
43262,55.7399605,37.6618473
160000,55.7458593,37.5795148
17000,55.7837803,37.5827138
26756,55.7111681,37.6163978
26750,55.7111681,37.6163978
36364,55.8211978,37.4953529
39858,55.7476819,37.5350195
51220,55.743819,37.6019632
75429,55.763512,37.5953665
55161,55.7652702,37.6076212
145000,55.7651623,37.606989
145054,55.7651623,37.606989
60000,55.7538857,37.5246641
60000,55.7426238,37.6533122
31200,55.7931909,37.6356712
23841,55.7308588,37.5767991
61476,55.7748371,37.5845582
86206,55.763512,37.5953665
149329,55.7612691,37.5953629
26714,55.7600959,37.5859665
149329,55.7607634,37.5961863
34091,55.7817378,37.5994153
12000,55.7017267,37.6039672
42000,55.737639,37.6177777
143479,55.7628232,37.5956751
144801,55.7628232,37.5956751
42000,55.77535,37.4857367
54013,55.7683459,37.5932702
34164,55.7518524,37.6008837
90764,55.7575207,37.6162624
14400,55.6841856,37.706552
148000,55.7607634,37.5961863
8400,55.579653,37.591063
30000,55.6078168,37.330878
25000,55.7079077,37.6187182
13200,55.5018072,37.5992347
40000,55.7867801,37.6563223
24325,55.674519,37.557215
229800,55.771626,37.680374
51458,55.7714669,37.8327163
52000,55.7457321,37.6924723
19500,55.7969432,37.7843212
60000,55.8561627,37.4762448
45000,55.7896914,37.4575868
68077,55.7518524,37.6008837
24000,55.7464055,37.67398
10000,55.8142996,37.7622234
28000,55.8237834,37.8107235
22200,55.786738,37.492455
15461,55.828132,37.650226
18000,55.7910239,37.6842383
12000,55.7850467,37.7060399
45893,55.745856,37.5533841
26388,55.849283,37.4204265
17648,55.7822125,37.6005235
3139,55.6977593,37.7470024
60000,55.7833339,37.5766151
12000,55.612111,37.611886
48000,55.8153517,37.7308232
10800,55.6979768,37.5603846
12000,55.612111,37.611886
28800,55.8585582,37.6598221
15996,55.6110182,37.4888571
21600,55.612111,37.611886
18000,55.8423111,37.4806514
15600,55.6110182,37.4888571
11727,55.52016,37.3475954
18000,55.8423111,37.4806514
20400,55.789347,37.4784728
8400,55.9749288,37.1828898
12763,55.7822125,37.6005235
18448,55.718851,37.779835
24000,55.6220675,37.4343942
17561,55.7737805,37.6878835
17192,55.989466,37.226329
9330,55.7750483,37.7345589
21267,55.8777821,37.5755635
60000,55.7865241,37.5605033
18714,55.8312173,37.6428927
22489,55.8312173,37.6428927
34286,55.6012298,37.6620591
20000,55.8078233,37.5208179
22000,55.7560707,37.4440742
59000,55.8456074,37.3603659
1440000,55.6840771,37.7384078
3960000,55.7888369,37.7064498
10182,55.7108941,37.5941802
20000,55.683691,37.569881
30909,55.7633388,37.6014097
125373,55.749588,37.5371164
32400,55.6511959,37.4309882
15000,55.77535,37.4870275
42000,55.8307973,37.3539958
10278,55.7130916,37.6475881
93104,55.6568086,37.4962183
166090,55.7576057,37.6341745
13692,55.6961104,37.6122141
840,55.6417834,37.2639339
24000,55.8596387,37.6634237
18000,55.5936539,37.5961475
25000,55.6763661,37.4705157
7600,55.7717288,37.6171644
15200,55.7343696,37.5649966
7600,55.7717288,37.6171644
15840,55.8803736,37.6947189
23760,55.635936,37.6728004
15600,55.713126,37.513071
30000,55.6713362,37.4459062
19992,55.8596387,37.6634237
20000,55.7379968,37.8467686
11682,55.8485099,37.454276
27600,55.865707,37.536679
24000,55.864859,37.4311714
27600,55.865707,37.536679
32400,55.612358,37.6977698
24000,55.8768463,37.5168611
18000,55.6763661,37.4705157
20000,55.7379968,37.8467686
4200,55.5509761,37.4998314
4200,55.549655,37.4978318
4200,55.5512471,37.5007108
4200,55.544418,37.494548
20000,55.7379968,37.8467686
18500,55.7177447,37.5974546
18000,55.7970054,37.6443712
25807,55.7757027,37.6724384
32877,55.7501449,37.8179449
12632,55.6507923,37.7653621
28165,55.7757027,37.6724384
24000,55.6593082,37.7575383
20000,55.7379968,37.8467686
14400,55.886597,37.585182
30000,55.6593082,37.7575383
15500,55.7743437,37.6708646
57143,55.8697381,37.6372651
75000,55.612358,37.6977698
24000,55.865707,37.536679
24000,55.865707,37.536679
54000,55.6715102,37.5537796
78667,55.7309679,37.4417964
20000,55.7064905,37.6176545
60000,55.8268546,37.4482128
14400,55.6979768,37.5603846
24000,55.7414431,37.5040205
10380,55.623595,37.309172
39000,55.6979768,37.5603846
23824,55.79447,37.7195305
84000,55.7235298,37.9097796
14737,55.8603459,37.3972718
12500,55.7748352,37.671232
9000,55.7397895,37.6660349
12000,55.7808421,37.6998582
21600,55.5744101,37.4738016
10800,55.616869,37.609973
10200,55.4761624,37.3168816
41740,55.7235298,37.9097796
12000,55.7092718,37.4833017
96000,55.625349,37.508804
11040,55.7752677,37.4898281
48000,55.7511322,37.5824992
14160,55.7747894,37.7050064
6500,55.7182961,37.6888607
13600,55.8296038,37.5787005
19200,55.7196686,37.6349775
85000,55.7358954,37.5916418
37458,55.670021,37.55248
42000,55.7542445,37.5563339
63530,55.7483239,37.5439649
34839,55.8475449,37.6286575
15212,55.7596675,37.7134986
8261,55.835681,37.5264856
14850,55.7750414,37.4805748
14850,55.7750414,37.4805748
16902,55.924845,37.548546
82192,55.7458863,37.496602
14985,55.790975,37.634182
11988,55.7763337,37.6755949
16902,55.7697121,37.5677596
11988,55.7763337,37.6755949
23392,55.7591872,37.7522577
35295,55.80897,37.7260428
24000,55.5495111,37.5514839
17674,55.751988,37.8161909
7500,55.6825219,37.8458665
22000,55.7533013,37.410497
25200,55.7586287,37.6395037
27217,55.726041,37.745654
120000,55.6874742,37.8545078
13082,55.7722422,37.5738725
15000,55.7715896,37.6738989
10800,55.7579902,37.641007
21314,55.764769,37.701304
18372,55.784168,37.7168321
11286,55.887958,37.540793
34368,55.7955049,37.8000489
22200,55.8739365,37.5363412
57600,55.7457321,37.6924723
37800,55.7153536,37.4351662
27600,55.865707,37.536679
25219,55.7888369,37.7064498
28800,55.7721756,37.6643456
36000,55.7623004,37.6421588
20580,55.640086,37.606514
9091,55.5033632,37.5925791
18000,55.550305,37.510888
19847,55.775639,37.7378865
26897,55.4927232,37.3213471
10562,55.7023082,37.8164658
44572,55.756711,37.6184242
39000,55.7729988,37.6285676
9937,55.5672642,37.4432994
12000,55.8819962,37.5267888
27000,55.6593082,37.7575383
15672,55.567479,37.480705
24000,55.6766735,37.5275738
17284,55.7879916,37.5921151
18000,55.8460353,37.5646745
37173,55.7127696,37.6455472
18948,55.7540471,37.620405
15255,55.765277,37.7031077
3600,55.4406363,37.2839003
24391,55.7157869,37.6122285
20700,55.6535634,37.6144147
36000,55.6979768,37.5603846
17665,55.7857794,37.6587068
9600,55.7416853,37.5505121
9600,55.7416853,37.5505121
61342,55.7458863,37.496602
29518,55.752957,37.582082
32000,55.5963585,37.5998083
17455,55.61904,37.408103
70849,55.7273266,37.4725656
36924,55.846547,37.569027
