,lat,long,people,weekend_mean,workdays_mean,day_mean,night_mean
308,"(55.678, 55.68]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
309,"(55.678, 55.68]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
310,"(55.678, 55.68]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
311,"(55.678, 55.68]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
312,"(55.678, 55.68]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
313,"(55.678, 55.68]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
314,"(55.678, 55.68]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
315,"(55.678, 55.68]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
316,"(55.678, 55.68]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
317,"(55.678, 55.68]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
318,"(55.678, 55.68]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
319,"(55.678, 55.68]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
320,"(55.678, 55.68]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
321,"(55.678, 55.68]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
322,"(55.678, 55.68]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
323,"(55.678, 55.68]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
324,"(55.68, 55.683]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
325,"(55.68, 55.683]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
326,"(55.68, 55.683]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
327,"(55.68, 55.683]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
328,"(55.68, 55.683]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
329,"(55.68, 55.683]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
330,"(55.68, 55.683]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
331,"(55.68, 55.683]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
332,"(55.68, 55.683]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
333,"(55.68, 55.683]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
334,"(55.68, 55.683]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
335,"(55.68, 55.683]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
336,"(55.68, 55.683]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
337,"(55.68, 55.683]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
338,"(55.68, 55.683]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
339,"(55.68, 55.683]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
340,"(55.68, 55.683]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
341,"(55.68, 55.683]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
342,"(55.68, 55.683]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
343,"(55.68, 55.683]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
344,"(55.68, 55.683]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
345,"(55.68, 55.683]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
346,"(55.68, 55.683]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
347,"(55.68, 55.683]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
348,"(55.68, 55.683]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
349,"(55.68, 55.683]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
350,"(55.68, 55.683]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
351,"(55.68, 55.683]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
352,"(55.68, 55.683]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
353,"(55.68, 55.683]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
354,"(55.68, 55.683]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
355,"(55.68, 55.683]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
356,"(55.68, 55.683]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
357,"(55.68, 55.683]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
358,"(55.68, 55.683]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
359,"(55.68, 55.683]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
360,"(55.683, 55.686]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
361,"(55.683, 55.686]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
362,"(55.683, 55.686]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
363,"(55.683, 55.686]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
364,"(55.683, 55.686]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
365,"(55.683, 55.686]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
366,"(55.683, 55.686]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
367,"(55.683, 55.686]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
368,"(55.683, 55.686]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
369,"(55.683, 55.686]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
370,"(55.683, 55.686]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
371,"(55.683, 55.686]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
372,"(55.683, 55.686]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
373,"(55.683, 55.686]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
374,"(55.683, 55.686]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
375,"(55.683, 55.686]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
376,"(55.683, 55.686]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
377,"(55.683, 55.686]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
378,"(55.683, 55.686]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
379,"(55.683, 55.686]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
380,"(55.683, 55.686]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
381,"(55.683, 55.686]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
382,"(55.683, 55.686]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
383,"(55.683, 55.686]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
384,"(55.683, 55.686]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
385,"(55.683, 55.686]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
386,"(55.683, 55.686]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
387,"(55.683, 55.686]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
388,"(55.683, 55.686]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
389,"(55.683, 55.686]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
390,"(55.683, 55.686]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
391,"(55.683, 55.686]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
392,"(55.683, 55.686]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
393,"(55.683, 55.686]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
394,"(55.683, 55.686]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
395,"(55.683, 55.686]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
396,"(55.686, 55.689]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
397,"(55.686, 55.689]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
398,"(55.686, 55.689]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
399,"(55.686, 55.689]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
400,"(55.686, 55.689]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
401,"(55.686, 55.689]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
402,"(55.686, 55.689]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
403,"(55.686, 55.689]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
404,"(55.686, 55.689]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
405,"(55.686, 55.689]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
406,"(55.686, 55.689]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
407,"(55.686, 55.689]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
408,"(55.686, 55.689]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
409,"(55.686, 55.689]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
410,"(55.686, 55.689]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
411,"(55.686, 55.689]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
412,"(55.686, 55.689]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
413,"(55.686, 55.689]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
414,"(55.686, 55.689]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
415,"(55.686, 55.689]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
416,"(55.686, 55.689]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
417,"(55.686, 55.689]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
418,"(55.686, 55.689]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
419,"(55.686, 55.689]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
420,"(55.686, 55.689]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
421,"(55.686, 55.689]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
422,"(55.686, 55.689]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
423,"(55.686, 55.689]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
424,"(55.686, 55.689]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
425,"(55.686, 55.689]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
426,"(55.686, 55.689]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
427,"(55.686, 55.689]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
428,"(55.686, 55.689]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
429,"(55.686, 55.689]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
430,"(55.686, 55.689]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
431,"(55.686, 55.689]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
432,"(55.689, 55.692]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
433,"(55.689, 55.692]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
434,"(55.689, 55.692]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
435,"(55.689, 55.692]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
436,"(55.689, 55.692]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
437,"(55.689, 55.692]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
438,"(55.689, 55.692]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
439,"(55.689, 55.692]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
440,"(55.689, 55.692]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
441,"(55.689, 55.692]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
442,"(55.689, 55.692]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
443,"(55.689, 55.692]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
444,"(55.689, 55.692]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
445,"(55.689, 55.692]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
446,"(55.689, 55.692]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
447,"(55.689, 55.692]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
448,"(55.689, 55.692]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
449,"(55.689, 55.692]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
450,"(55.689, 55.692]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
451,"(55.689, 55.692]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
452,"(55.689, 55.692]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
453,"(55.689, 55.692]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
454,"(55.689, 55.692]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
455,"(55.689, 55.692]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
456,"(55.689, 55.692]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
457,"(55.689, 55.692]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
458,"(55.689, 55.692]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
459,"(55.689, 55.692]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
460,"(55.689, 55.692]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
461,"(55.689, 55.692]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
462,"(55.689, 55.692]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
463,"(55.689, 55.692]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
464,"(55.689, 55.692]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
465,"(55.689, 55.692]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
466,"(55.689, 55.692]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
467,"(55.689, 55.692]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
468,"(55.692, 55.694]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
469,"(55.692, 55.694]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
470,"(55.692, 55.694]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
471,"(55.692, 55.694]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
472,"(55.692, 55.694]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
473,"(55.692, 55.694]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
474,"(55.692, 55.694]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
475,"(55.692, 55.694]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
476,"(55.692, 55.694]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
477,"(55.692, 55.694]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
478,"(55.692, 55.694]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
479,"(55.692, 55.694]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
480,"(55.692, 55.694]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
481,"(55.692, 55.694]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
482,"(55.692, 55.694]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
483,"(55.692, 55.694]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
484,"(55.692, 55.694]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
485,"(55.692, 55.694]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
486,"(55.692, 55.694]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
487,"(55.692, 55.694]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
488,"(55.692, 55.694]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
489,"(55.692, 55.694]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
490,"(55.692, 55.694]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
491,"(55.692, 55.694]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
492,"(55.692, 55.694]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
493,"(55.692, 55.694]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
494,"(55.692, 55.694]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
495,"(55.692, 55.694]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
496,"(55.692, 55.694]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
497,"(55.692, 55.694]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
498,"(55.692, 55.694]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
499,"(55.692, 55.694]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
500,"(55.692, 55.694]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
501,"(55.692, 55.694]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
502,"(55.692, 55.694]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
503,"(55.692, 55.694]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
504,"(55.694, 55.697]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
505,"(55.694, 55.697]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
506,"(55.694, 55.697]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
507,"(55.694, 55.697]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
508,"(55.694, 55.697]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
509,"(55.694, 55.697]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
510,"(55.694, 55.697]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
511,"(55.694, 55.697]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
512,"(55.694, 55.697]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
513,"(55.694, 55.697]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
514,"(55.694, 55.697]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
515,"(55.694, 55.697]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
516,"(55.694, 55.697]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
517,"(55.694, 55.697]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
518,"(55.694, 55.697]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
519,"(55.694, 55.697]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
520,"(55.694, 55.697]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
521,"(55.694, 55.697]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
522,"(55.694, 55.697]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
523,"(55.694, 55.697]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
524,"(55.694, 55.697]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
525,"(55.694, 55.697]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
526,"(55.694, 55.697]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
527,"(55.694, 55.697]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
528,"(55.694, 55.697]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
529,"(55.694, 55.697]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
530,"(55.694, 55.697]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
531,"(55.694, 55.697]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
532,"(55.694, 55.697]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
533,"(55.694, 55.697]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
534,"(55.694, 55.697]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
535,"(55.694, 55.697]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
536,"(55.694, 55.697]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
537,"(55.694, 55.697]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
538,"(55.694, 55.697]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
539,"(55.694, 55.697]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
540,"(55.697, 55.7]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
541,"(55.697, 55.7]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
542,"(55.697, 55.7]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
543,"(55.697, 55.7]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
544,"(55.697, 55.7]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
545,"(55.697, 55.7]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
546,"(55.697, 55.7]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
547,"(55.697, 55.7]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
548,"(55.697, 55.7]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
549,"(55.697, 55.7]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
550,"(55.697, 55.7]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
551,"(55.697, 55.7]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
552,"(55.697, 55.7]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
553,"(55.697, 55.7]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
554,"(55.697, 55.7]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
555,"(55.697, 55.7]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
556,"(55.697, 55.7]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
557,"(55.697, 55.7]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
558,"(55.697, 55.7]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
559,"(55.697, 55.7]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
560,"(55.697, 55.7]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
561,"(55.697, 55.7]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
562,"(55.697, 55.7]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
563,"(55.697, 55.7]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
564,"(55.697, 55.7]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
565,"(55.697, 55.7]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
566,"(55.697, 55.7]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
567,"(55.697, 55.7]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
568,"(55.697, 55.7]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
569,"(55.697, 55.7]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
570,"(55.697, 55.7]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
571,"(55.697, 55.7]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
572,"(55.697, 55.7]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
573,"(55.697, 55.7]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
574,"(55.697, 55.7]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
575,"(55.697, 55.7]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
576,"(55.7, 55.703]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
577,"(55.7, 55.703]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
578,"(55.7, 55.703]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
579,"(55.7, 55.703]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
580,"(55.7, 55.703]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
581,"(55.7, 55.703]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
582,"(55.7, 55.703]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0
583,"(55.7, 55.703]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0
584,"(55.7, 55.703]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0
585,"(55.7, 55.703]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0
586,"(55.7, 55.703]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0
587,"(55.7, 55.703]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0
588,"(55.7, 55.703]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0
589,"(55.7, 55.703]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0
590,"(55.7, 55.703]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0
591,"(55.7, 55.703]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0
592,"(55.7, 55.703]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0
593,"(55.7, 55.703]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0
594,"(55.7, 55.703]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0
595,"(55.7, 55.703]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0
596,"(55.7, 55.703]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0
597,"(55.7, 55.703]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0
598,"(55.7, 55.703]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0
599,"(55.7, 55.703]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0
600,"(55.7, 55.703]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0
601,"(55.7, 55.703]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0
602,"(55.7, 55.703]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0
603,"(55.7, 55.703]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0
604,"(55.7, 55.703]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0
605,"(55.7, 55.703]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0
606,"(55.7, 55.703]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0
607,"(55.7, 55.703]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0
608,"(55.7, 55.703]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0
609,"(55.7, 55.703]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0
610,"(55.7, 55.703]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0
611,"(55.7, 55.703]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0
612,"(55.703, 55.706]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0
613,"(55.703, 55.706]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0
614,"(55.703, 55.706]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0
615,"(55.703, 55.706]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0
616,"(55.703, 55.706]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0
617,"(55.703, 55.706]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0
