,lat,long,people,weekend_mean,workdays_mean,day_mean,night_mean,metro,metro_dist
225,"(55.672, 55.675]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.005696885113815522
226,"(55.672, 55.675]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.01168565359747039
227,"(55.672, 55.675]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.016168998113683438
228,"(55.672, 55.675]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.020555692642193653
229,"(55.672, 55.675]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.013207005716665369
230,"(55.672, 55.675]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.005729310604252895
231,"(55.672, 55.675]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.0019300259065516186
232,"(55.672, 55.675]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.0098328530956189
233,"(55.672, 55.675]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.011355707815893849
234,"(55.672, 55.675]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.01596721954505865
235,"(55.672, 55.675]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Каширская,0.019984964348234515
236,"(55.672, 55.675]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013567715356677116
237,"(55.672, 55.675]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.006755212801978197
238,"(55.672, 55.675]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.004436541445769703
239,"(55.672, 55.675]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.010306934558832855
240,"(55.672, 55.675]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.01747234672275314
241,"(55.672, 55.675]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.024836120872635283
242,"(55.672, 55.675]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.0322627168725792
243,"(55.672, 55.675]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Печатники,0.033026661956667126
244,"(55.672, 55.675]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.027239867841087947
245,"(55.672, 55.675]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.022226344728719205
246,"(55.672, 55.675]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01943605927136331
247,"(55.672, 55.675]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01933934848954137
248,"(55.672, 55.675]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Братиславская,0.016061681107531978
249,"(55.672, 55.675]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Братиславская,0.012578855273829334
250,"(55.672, 55.675]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Люблино,0.008396975646031923
251,"(55.672, 55.675]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Люблино,0.0034437189200094277
252,"(55.675, 55.678]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.005512431405473148
253,"(55.675, 55.678]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.002033937068840145
254,"(55.675, 55.678]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.009507202532812117
255,"(55.675, 55.678]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.01750391099155218
256,"(55.675, 55.678]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.01592035803617223
257,"(55.675, 55.678]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.015403174997380902
258,"(55.675, 55.678]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Новые черемушки,0.012286793723346344
259,"(55.675, 55.678]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Новые черемушки,0.00788449744752728
260,"(55.675, 55.678]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.004640527987197964
261,"(55.675, 55.678]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.003624155073947419
262,"(55.675, 55.678]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.010827488166702311
263,"(55.675, 55.678]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.013526141356655998
264,"(55.675, 55.678]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.01854876006638383
265,"(55.675, 55.678]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.013691055474286376
266,"(55.675, 55.678]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.006770893589472507
267,"(55.675, 55.678]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.004092065493111715
268,"(55.675, 55.678]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.007892534447181708
269,"(55.675, 55.678]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.008705865838614758
270,"(55.675, 55.678]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.01420535462422919
271,"(55.675, 55.678]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.020502021851514347
272,"(55.675, 55.678]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013014718590879805
273,"(55.675, 55.678]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.005561735340699928
274,"(55.675, 55.678]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.002232241026415547
275,"(55.675, 55.678]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.009567282790847328
276,"(55.675, 55.678]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.017046492307805812
277,"(55.675, 55.678]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.024538396443128278
278,"(55.675, 55.678]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.0304889373379983
279,"(55.675, 55.678]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Печатники,0.03139491041554306
280,"(55.675, 55.678]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.02523668757979042
281,"(55.675, 55.678]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.019720304257284542
282,"(55.675, 55.678]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01651182606497411
283,"(55.675, 55.678]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01639787791148406
284,"(55.675, 55.678]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Братиславская,0.018450409209555325
285,"(55.675, 55.678]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Люблино,0.015166383880142216
286,"(55.675, 55.678]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Люблино,0.007672626668881037
287,"(55.675, 55.678]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Люблино,0.00046818799643109335
288,"(55.678, 55.68]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.006203781105102123
289,"(55.678, 55.68]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.0034981280708369583
290,"(55.678, 55.68]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.009924056630223579
291,"(55.678, 55.68]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Университет,0.017679304284943163
292,"(55.678, 55.68]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.013559417391606574
293,"(55.678, 55.68]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.012948274016247466
294,"(55.678, 55.68]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Новые черемушки,0.01396836783594212
295,"(55.678, 55.68]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Новые черемушки,0.010310931092786113
296,"(55.678, 55.68]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.004380011415508064
297,"(55.678, 55.68]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.0032839762483964758
298,"(55.678, 55.68]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Академическая,0.009094311408791689
299,"(55.678, 55.68]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.01145890483423725
300,"(55.678, 55.68]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.01709989766051661
301,"(55.678, 55.68]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.014561765002911191
302,"(55.678, 55.68]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.008393151970504411
303,"(55.678, 55.68]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.006430007776040229
304,"(55.678, 55.68]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.0056340127795302805
305,"(55.678, 55.68]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.006726224795523866
306,"(55.678, 55.68]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.01308595048133953
307,"(55.678, 55.68]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.0202420873429566
308,"(55.678, 55.68]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013072218633414599
309,"(55.678, 55.68]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.005694989025449473
310,"(55.678, 55.68]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.0025461539623542286
311,"(55.678, 55.68]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.009645356395698546
312,"(55.678, 55.68]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.017090432996272567
313,"(55.678, 55.68]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.02456894177615572
314,"(55.678, 55.68]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.02813672511149975
315,"(55.678, 55.68]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Печатники,0.030195867266893602
316,"(55.678, 55.68]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.023728472348632772
317,"(55.678, 55.68]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.017749377453864595
318,"(55.678, 55.68]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.014099304947402207
319,"(55.678, 55.68]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.013965686520891793
320,"(55.678, 55.68]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01742958404551601
321,"(55.678, 55.68]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Волжская,0.013891022280588226
322,"(55.678, 55.68]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Люблино,0.00793216237857125
323,"(55.678, 55.68]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Люблино,0.00206620424934196
324,"(55.68, 55.683]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.007686800374666275
325,"(55.68, 55.683]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.005730349029502911
326,"(55.68, 55.683]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.010912694442704424
327,"(55.68, 55.683]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Университет,0.01598304726889374
328,"(55.68, 55.683]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.011258676654024876
329,"(55.68, 55.683]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.010514646927020959
330,"(55.68, 55.683]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Университет,0.014382551929332509
331,"(55.68, 55.683]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.01225701839763461
332,"(55.68, 55.683]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.005416133307073971
333,"(55.68, 55.683]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.004575423477673653
334,"(55.68, 55.683]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Академическая,0.006599734843165025
335,"(55.68, 55.683]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.009599817706608475
336,"(55.68, 55.683]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.0159140346864065
337,"(55.68, 55.683]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.015784327670190976
338,"(55.68, 55.683]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.010370390542305019
339,"(55.68, 55.683]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.008856918199909329
340,"(55.68, 55.683]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.0037002837728953995
341,"(55.68, 55.683]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.005214604491230621
342,"(55.68, 55.683]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.012377079623243635
343,"(55.68, 55.683]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.019791212696546066
344,"(55.68, 55.683]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013597165145712615
345,"(55.68, 55.683]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.006814169061593652
346,"(55.68, 55.683]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.004525803796012627
347,"(55.68, 55.683]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.010345670592089863
348,"(55.68, 55.683]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.017495225062858503
349,"(55.68, 55.683]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.02395256353712864
350,"(55.68, 55.683]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.02581230907920098
351,"(55.68, 55.683]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Печатники,0.029162311293859124
352,"(55.68, 55.683]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.02239844637469119
353,"(55.68, 55.683]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.01592766147304254
354,"(55.68, 55.683]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.011723497771566607
355,"(55.68, 55.683]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.011562456486400526
356,"(55.68, 55.683]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Печатники,0.015570497744124723
357,"(55.68, 55.683]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Волжская,0.011796630874951508
358,"(55.68, 55.683]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Люблино,0.008914549904510112
359,"(55.68, 55.683]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Люблино,0.004562806154109432
360,"(55.683, 55.686]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.010015333244576744
361,"(55.683, 55.686]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.008605631876851315
362,"(55.683, 55.686]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.012661236116579872
363,"(55.683, 55.686]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Университет,0.014263162342191833
364,"(55.683, 55.686]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.008645102659882786
365,"(55.683, 55.686]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.007650999934645073
366,"(55.683, 55.686]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Университет,0.012443383784163129
367,"(55.683, 55.686]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.013375892493586254
368,"(55.683, 55.686]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.00761672501801265
369,"(55.683, 55.686]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.007043756100268595
370,"(55.683, 55.686]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Академическая,0.003616144355531942
371,"(55.683, 55.686]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.007853438737271252
372,"(55.683, 55.686]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.014925699313603645
373,"(55.683, 55.686]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.017611501923456997
374,"(55.683, 55.686]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.01298325845078586
375,"(55.683, 55.686]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.010868859185770692
376,"(55.683, 55.686]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.002920975864326447
377,"(55.683, 55.686]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.004693836384023966
378,"(55.683, 55.686]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.012166844290946499
379,"(55.683, 55.686]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.01966041962929456
380,"(55.683, 55.686]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.014771015537185662
381,"(55.683, 55.686]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.008929328082223117
382,"(55.683, 55.686]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.007333682567441855
383,"(55.683, 55.686]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.011846218806017019
384,"(55.683, 55.686]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.01842234784168594
385,"(55.683, 55.686]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.02097010491152004
386,"(55.683, 55.686]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.023071525740621792
387,"(55.683, 55.686]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.02715410282075619
388,"(55.683, 55.686]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.021084838154464113
389,"(55.683, 55.686]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.014020356628840519
390,"(55.683, 55.686]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.008962164917025119
391,"(55.683, 55.686]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.008750451416923257
392,"(55.683, 55.686]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Печатники,0.013613243551770522
393,"(55.683, 55.686]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Волжская,0.009544658191882247
394,"(55.683, 55.686]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Волжская,0.0065307350275435735
395,"(55.683, 55.686]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Люблино,0.00756169293213947
396,"(55.686, 55.689]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.012630395876609727
397,"(55.686, 55.689]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.011544561490149177
398,"(55.686, 55.689]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.014816440193236108
399,"(55.686, 55.689]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Университет,0.013016059311471664
400,"(55.686, 55.689]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.006381050070320824
401,"(55.686, 55.689]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.004951545213361974
402,"(55.686, 55.689]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Университет,0.010991715061809184
403,"(55.686, 55.689]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.015019803593922333
404,"(55.686, 55.689]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.010232033033568887
405,"(55.686, 55.689]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Академическая,0.008030971298665394
406,"(55.686, 55.689]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Академическая,0.0007723341245898201
407,"(55.686, 55.689]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.007014021670912705
408,"(55.686, 55.689]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.014501603359631262
409,"(55.686, 55.689]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.01972777230200876
410,"(55.686, 55.689]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.015734833967979353
411,"(55.686, 55.689]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.011444304260204633
412,"(55.686, 55.689]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.004622996863507871
413,"(55.686, 55.689]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.0059052603668266115
414,"(55.686, 55.689]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.012683536573060504
415,"(55.686, 55.689]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.01998429633487196
416,"(55.686, 55.689]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.016415934332220626
417,"(55.686, 55.689]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.011446960295204051
418,"(55.686, 55.689]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.010250995073650177
419,"(55.686, 55.689]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013843153542456679
420,"(55.686, 55.689]","(37.676, 37.684]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.018539560404716243
421,"(55.686, 55.689]","(37.684, 37.691]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.01799347937448816
422,"(55.686, 55.689]","(37.691, 37.699]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.020403806017509275
423,"(55.686, 55.689]","(37.699, 37.706]",0.0,0.0,0.0,0.0,0.0,Кожуховская,0.024927200003212822
424,"(55.686, 55.689]","(37.706, 37.714]",0.0,0.0,0.0,0.0,0.0,Печатники,0.020135798966020087
425,"(55.686, 55.689]","(37.714, 37.722]",0.0,0.0,0.0,0.0,0.0,Печатники,0.012547924131102416
426,"(55.686, 55.689]","(37.722, 37.729]",0.0,0.0,0.0,0.0,0.0,Печатники,0.006418753773123397
427,"(55.686, 55.689]","(37.729, 37.737]",0.0,0.0,0.0,0.0,0.0,Печатники,0.006119673193885786
428,"(55.686, 55.689]","(37.737, 37.744]",0.0,0.0,0.0,0.0,0.0,Печатники,0.012091335740928365
429,"(55.686, 55.689]","(37.744, 37.752]",0.0,0.0,0.0,0.0,0.0,Волжская,0.007812841992506439
430,"(55.686, 55.689]","(37.752, 37.759]",0.0,0.0,0.0,0.0,0.0,Волжская,0.003548309456627431
431,"(55.686, 55.689]","(37.759, 37.767]",0.0,0.0,0.0,0.0,0.0,Волжская,0.008754456008235729
432,"(55.689, 55.692]","(37.495, 37.503]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.01538658181662962
433,"(55.689, 55.692]","(37.503, 37.51]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.014508511295091326
434,"(55.689, 55.692]","(37.51, 37.518]",0.0,0.0,0.0,0.0,0.0,Проспект Вернадского,0.017226343198708763
435,"(55.689, 55.692]","(37.518, 37.526]",0.0,0.0,0.0,0.0,0.0,Университет,0.012385386550276845
436,"(55.689, 55.692]","(37.526, 37.533]",0.0,0.0,0.0,0.0,0.0,Университет,0.0049696881189841
437,"(55.689, 55.692]","(37.533, 37.541]",0.0,0.0,0.0,0.0,0.0,Университет,0.002915098626118541
438,"(55.689, 55.692]","(37.541, 37.548]",0.0,0.0,0.0,0.0,0.0,Университет,0.010237079661702023
439,"(55.689, 55.692]","(37.548, 37.556]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.017037444057135705
440,"(55.689, 55.692]","(37.556, 37.563]",0.0,0.0,0.0,0.0,0.0,Профсоюзная,0.013014395875340179
441,"(55.689, 55.692]","(37.563, 37.571]",0.0,0.0,0.0,0.0,0.0,Академическая,0.008367586270839942
442,"(55.689, 55.692]","(37.571, 37.578]",0.0,0.0,0.0,0.0,0.0,Академическая,0.0024731558786230375
443,"(55.689, 55.692]","(37.578, 37.586]",0.0,0.0,0.0,0.0,0.0,Академическая,0.007397060226873566
444,"(55.689, 55.692]","(37.586, 37.593]",0.0,0.0,0.0,0.0,0.0,Академическая,0.014690694333489839
445,"(55.689, 55.692]","(37.593, 37.601]",0.0,0.0,0.0,0.0,0.0,Ленинский проспект,0.020108674744999867
446,"(55.689, 55.692]","(37.601, 37.608]",0.0,0.0,0.0,0.0,0.0,Нагорная,0.01856353953317774
447,"(55.689, 55.692]","(37.608, 37.616]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.012720538510619953
448,"(55.689, 55.692]","(37.616, 37.624]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.007225794074012279
449,"(55.689, 55.692]","(37.624, 37.631]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.008106300019123429
450,"(55.689, 55.692]","(37.631, 37.639]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.013846013866820687
451,"(55.689, 55.692]","(37.639, 37.646]",0.0,0.0,0.0,0.0,0.0,Нагатинская,0.02074155490796204
452,"(55.689, 55.692]","(37.646, 37.654]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.018406056068581908
453,"(55.689, 55.692]","(37.654, 37.661]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.014153900522470087
454,"(55.689, 55.692]","(37.661, 37.669]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.013205411769422458
455,"(55.689, 55.692]","(37.669, 37.676]",0.0,0.0,0.0,0.0,0.0,Коломенское,0.01615341759504879
